sample_id	cp_full_reference_mean_depth	cp_full_reference_breadth_dp1	cp_full_reference_breadth_dp3	cp_full_reference_breadth_dp5	cp_full_reference_breadth_dp10	cp_unique_sites_mean_depth	cp_unique_sites_breadth_dp1	cp_unique_sites_breadth_dp3	cp_unique_sites_breadth_dp5	cp_unique_sites_breadth_dp10	mt_full_reference_mean_depth	mt_full_reference_breadth_dp1	mt_full_reference_breadth_dp3	mt_full_reference_breadth_dp5	mt_full_reference_breadth_dp10	mt_unique_sites_mean_depth	mt_unique_sites_breadth_dp1	mt_unique_sites_breadth_dp3	mt_unique_sites_breadth_dp5	mt_unique_sites_breadth_dp10	mt_repeat_sites_mean_depth	mt_repeat_sites_breadth_dp1	mt_repeat_sites_breadth_dp3	mt_repeat_sites_breadth_dp5	mt_repeat_sites_breadth_dp10
STI_LP_032_Du-50	243.305475	0.71264490	0.70312895	0.69996140	0.69474427	356.674905	0.99992915	0.99980770	0.99977733	0.99977733	8.642557	0.20317309	0.20000493	0.19878862	0.19717783	43.972983	1.00000000	0.99689415	0.99680905	0.99680905	0.184170	0.01240635	0.00922328	0.00773615	0.00573972
STI_LP_033_Du-51	102.787508	0.69892330	0.68906797	0.68584719	0.68236022	152.319579	0.99980770	0.99978745	0.99977733	0.99970648	2.914797	0.19918721	0.19641764	0.19408775	0.16374574	14.862534	0.99680905	0.99593686	0.99068244	0.84060160	0.054413	0.00823016	0.00500634	0.00337661	0.00170104
STI_LP_034_Du-52	588.084798	0.74893195	0.70889841	0.70445985	0.69931592	872.363808	1.00000000	1.00000000	0.99986842	0.99985830	14.012784	0.20248686	0.20096647	0.20066651	0.19887080	71.167440	0.99702178	0.99680905	0.99680905	0.99680905	0.329502	0.01226885	0.01043539	0.01006361	0.00783800
STI_LP_035_Du-53	692.779716	0.96564276	0.91148835	0.85100550	0.72958729	1019.368495	0.99986842	0.99986842	0.99986842	0.99982794	15.958391	0.21260771	0.20314433	0.20227318	0.20101167	80.496426	0.99687287	0.99680905	0.99680905	0.99678778	0.507469	0.02484836	0.01313464	0.01205494	0.01049651
STI_LP_036_Du-54	103.690678	0.71306414	0.69999468	0.69491728	0.68950717	153.462582	0.99998988	0.99978745	0.99976721	0.99971660	4.088318	0.20193623	0.20021861	0.19810650	0.19399324	20.697711	0.99683033	0.99680905	0.99657505	0.98585347	0.111897	0.01163223	0.00950848	0.00694674	0.00441556
STI_LP_037_Du-55	317.164866	0.73626842	0.72461637	0.71948574	0.71156022	467.052641	0.99988867	0.99981782	0.99980770	0.99978745	10.806874	0.20552353	0.20392507	0.20282792	0.20085964	54.380297	0.99693669	0.99680905	0.99680905	0.99678778	0.375048	0.01605288	0.01410230	0.01274249	0.01030807
STI_LP_038_Du-56	512.046775	0.73729321	0.72681901	0.72090315	0.71252512	757.844639	0.99986842	0.99982794	0.99982794	0.99979757	12.773450	0.20533040	0.20383466	0.20233893	0.20095415	64.356493	0.99689415	0.99680905	0.99680905	0.99680905	0.424057	0.01582370	0.01399025	0.01213643	0.01042011
STI_LP_039_Du-57	310.496227	0.71734964	0.70578410	0.70184463	0.69560270	461.366845	0.99986842	0.99983806	0.99981782	0.99977733	8.884804	0.20263479	0.20099935	0.20016930	0.19740384	45.016572	0.99702178	0.99680905	0.99678778	0.99678778	0.234570	0.01245219	0.01047614	0.00945246	0.00602492
STI_LP_040_Du-58	67.317906	0.68987982	0.68267298	0.67929249	0.67581884	99.684460	0.99998988	0.99998988	0.99996964	0.99983806	2.720331	0.19882971	0.19631080	0.19248107	0.14643387	13.902570	0.99687287	0.99553268	0.98236470	0.75234003	0.043213	0.00777180	0.00497069	0.00337661	0.00137509
STI_LP_041_Du-60	6027.502263	0.73434526	0.70964372	0.70481920	0.70110598	8991.253598	1.00000000	0.99986842	0.99986842	0.99986842	225.719488	0.20641521	0.20138972	0.20092538	0.20053090	1151.153740	0.99712815	0.99712815	0.99710688	0.99710688	4.163126	0.01711221	0.01088357	0.01031316	0.00982424
STI_LP_042_Du-61	522.170375	0.73344025	0.70833943	0.70268310	0.69747927	777.042550	1.00000000	1.00000000	1.00000000	1.00000000	18.151077	0.20193212	0.20114728	0.20039530	0.19954060	92.074498	0.99708560	0.99693669	0.99680905	0.99680905	0.453219	0.01156602	0.01062892	0.00972748	0.00866815
TIL_LP_123_Du-263	84.298901	0.71046222	0.69578237	0.69168985	0.68486232	125.154693	0.99875509	0.99830975	0.99826927	0.99814781	1.834615	0.20047337	0.19675048	0.18387239	0.08295563	9.292227	0.99644741	0.99289483	0.93475579	0.42339602	0.049203	0.00991082	0.00614715	0.00410489	0.00145148
TIL_LP_124_Du-264	763.652641	0.73015292	0.70574417	0.70249012	0.69815803	1137.800804	1.00000000	1.00000000	1.00000000	1.00000000	16.119539	0.20348539	0.20078156	0.19997617	0.19865713	81.973111	0.99702178	0.99695796	0.99689415	0.99680905	0.353668	0.01350642	0.01017056	0.00918763	0.00757317
TIL_LP_125_Du-265	124.660434	0.70291601	0.68964691	0.68697180	0.68302567	185.984525	1.00000000	0.99986842	0.99977733	0.99972673	1.822176	0.19919543	0.19589988	0.18407373	0.08392129	9.239427	0.99680905	0.99061862	0.93575562	0.42875681	0.046427	0.00824035	0.00563786	0.00411508	0.00136490
TIL_LP_126_Du-266	108.551346	0.71432849	0.69955548	0.69492394	0.69078483	159.865873	0.99982794	0.99979757	0.99976721	0.99968624	3.879072	0.20094593	0.19889135	0.19765860	0.18991284	19.701774	0.99680905	0.99680905	0.99678778	0.96900528	0.090990	0.01040993	0.00786347	0.00634069	0.00339188
TIL_LP_127_Du-267	9.839786	0.68340498	0.67439477	0.66539122	0.57179552	14.601040	0.99997976	0.99976721	0.99258112	0.85623773	0.656466	0.18309986	0.11484679	0.05073985	0.00445432	3.343325	0.92484258	0.58573009	0.26050885	0.02295354	0.013211	0.00552073	0.00211356	0.00051948	0.00002546
TIL_LP_128_Du-268	864.398792	0.88451761	0.77160387	0.72026432	0.69937581	1288.207435	1.00000000	1.00000000	1.00000000	1.00000000	19.516278	0.21029426	0.20098291	0.20023093	0.19961045	98.906441	0.99697924	0.99689415	0.99687287	0.99680905	0.509638	0.02195558	0.01043539	0.00950848	0.00875473
TIL_LP_129_Du-269	256.385502	0.70629650	0.69899650	0.69481081	0.69034564	378.108105	0.99912957	0.99885630	0.99829963	0.99827939	5.697735	0.20071992	0.19936801	0.19852974	0.19653680	28.929459	0.99702178	0.99683033	0.99680905	0.99608577	0.135874	0.01007889	0.00844915	0.00741529	0.00511838
TIL_LP_130_Du-271	1087.987649	0.78537205	0.71378282	0.70815976	0.70195776	1621.354973	1.00000000	1.00000000	1.00000000	1.00000000	28.909923	0.20688366	0.20165681	0.20125822	0.20031723	146.610960	0.99697924	0.99689415	0.99685160	0.99680905	0.731354	0.01772846	0.01127063	0.01078681	0.00963071
TIL_LP_131_Du-272	299.346374	0.73492421	0.69997471	0.69526332	0.68890161	445.801421	0.99991903	0.99986842	0.99979757	0.99856278	7.757630	0.20131575	0.19984467	0.19891600	0.19729289	39.399336	0.99700051	0.99680905	0.99680905	0.99678778	0.182352	0.01082246	0.00904503	0.00789403	0.00588742
TULP_LP_115_Du-242	1171.261942	0.76339886	0.75156048	0.74824654	0.74202457	1704.383100	1.00000000	1.00000000	1.00000000	1.00000000	29.235800	0.20878209	0.20758632	0.20622208	0.20490304	146.928884	0.99995745	0.99995745	0.99995745	0.99993618	1.059134	0.01936838	0.01788634	0.01619549	0.01456575
TULP_LP_116_Du-243	1149.154065	0.76187498	0.75054234	0.74720843	0.73902338	1675.704945	1.00000000	1.00000000	1.00000000	1.00000000	72.467079	0.21071339	0.20865059	0.20760687	0.20575775	365.594154	1.00000000	1.00000000	1.00000000	1.00000000	2.290113	0.02175186	0.01919522	0.01790161	0.01560980
TULP_LP_117_Du-244	163.733786	0.75093496	0.73666103	0.73171008	0.72562785	237.876045	1.00000000	1.00000000	0.99998988	0.99997976	6.065829	0.20960392	0.20536327	0.20352648	0.19988577	30.449179	1.00000000	1.00000000	1.00000000	1.00000000	0.228260	0.02037677	0.01512088	0.01284435	0.00833202
TULP_LP_118_Du-245	2377.962296	0.76934134	0.75890706	0.75462821	0.74728829	3459.260136	1.00000000	1.00000000	1.00000000	1.00000000	83.747184	0.21445683	0.21007236	0.20859307	0.20723704	421.127340	1.00000000	1.00000000	1.00000000	1.00000000	2.975676	0.02639151	0.02095737	0.01912392	0.01744325
TULP_LP_119_Du-246	873.669710	0.96495069	0.95194778	0.94915288	0.92986811	1233.018856	1.00000000	1.00000000	1.00000000	1.00000000	68.524131	0.30211745	0.21632650	0.20905740	0.20764385	344.283271	1.00000000	1.00000000	1.00000000	1.00000000	2.505187	0.13503878	0.02870879	0.01969942	0.01794745
TULP_LP_120_Du-248	2363.901859	0.77561654	0.76530870	0.76165538	0.75273833	3413.412866	1.00000000	1.00000000	1.00000000	1.00000000	98.936172	0.21495815	0.21052848	0.20959981	0.20846979	496.789270	1.00000000	0.99997873	0.99995745	0.99995745	3.686959	0.02701285	0.02152777	0.02038187	0.01898131
TULP_LP_121_Du-249	205.147704	0.75951262	0.74124599	0.73796532	0.73137070	285.393605	1.00000000	1.00000000	0.99998988	0.99997976	13.882523	0.21074215	0.20778356	0.20655903	0.20374015	69.769358	1.00000000	1.00000000	1.00000000	1.00000000	0.502768	0.02178751	0.01812061	0.01660292	0.01310918
TULP_LP_122_Du-250	986.741319	0.95224723	0.92058506	0.86474706	0.76745811	1404.209166	1.00000000	1.00000000	1.00000000	1.00000000	46.247778	0.23531491	0.20814106	0.20701926	0.20568378	232.568563	1.00000000	1.00000000	1.00000000	1.00000000	1.641092	0.05224318	0.01856369	0.01717333	0.01551813
TULP_LP_140_Du-302	418.707494	0.70282284	0.69483078	0.69257490	0.68838921	624.395731	1.00000000	1.00000000	1.00000000	1.00000000	8.236704	0.20091716	0.19918721	0.19849276	0.19739973	41.904272	1.00000000	1.00000000	1.00000000	1.00000000	0.176419	0.00961034	0.00746622	0.00660552	0.00525080
TULP_LP_141_Du-303	115.168326	0.71892676	0.70770060	0.70376113	0.69787854	169.139066	1.00000000	0.99998988	0.99997976	0.99992915	6.299270	0.20361277	0.20132397	0.20023915	0.19882971	31.806203	0.99995745	0.99995745	0.99993618	0.99991491	0.192706	0.01296148	0.01012473	0.00878529	0.00704351
TULP_LP_142_Du-304	63.849388	0.70477262	0.69558274	0.69133050	0.68505530	94.546548	1.00000000	0.99996964	0.99994939	0.99990891	2.943281	0.20130342	0.19927761	0.19736274	0.17886333	14.933160	0.99997873	0.99987236	0.99882999	0.91290844	0.072808	0.01009417	0.00760882	0.00548508	0.00312705
TULP_LP_143_Du-305	138.106685	0.70629650	0.69658091	0.69271464	0.68720471	204.967470	1.00000000	0.99998988	0.99997976	0.99997976	3.655719	0.20043639	0.19953649	0.19791337	0.19240710	18.530569	1.00000000	1.00000000	0.99917035	0.97962049	0.094560	0.00901447	0.00789912	0.00608604	0.00394192
TULP_LP_144_Du-306	128.834263	0.71402239	0.70219732	0.69704007	0.68964691	190.921672	1.00000000	0.99998988	0.99996964	0.99995951	2.649608	0.20134452	0.19944198	0.19714085	0.15932429	13.402846	1.00000000	0.99995745	0.99563904	0.81113853	0.075197	0.01014000	0.00779217	0.00597400	0.00327475
TULP_LP_145_Du-307	74.518167	0.70830616	0.69515019	0.68965357	0.68524163	110.698893	1.00000000	0.99996964	0.99994939	0.99994939	4.235307	0.20137739	0.19910914	0.19848865	0.19562046	21.428736	0.99995745	0.99995745	0.99993618	0.99308628	0.119062	0.01019093	0.00737964	0.00661570	0.00470077
TULP_LP_146_Du-308	49.137369	0.71178647	0.69981500	0.69488401	0.68764390	72.343596	0.99998988	0.99997976	0.99994939	0.99989879	2.572570	0.20219511	0.19907215	0.19750656	0.15313179	12.986087	1.00000000	0.99957454	0.99544758	0.78082454	0.079490	0.01119424	0.00742548	0.00647310	0.00285713
TULP_LP_147_Du-309	822.306820	0.74472630	0.71546641	0.70993652	0.70612348	1217.962855	1.00000000	1.00000000	1.00000000	1.00000000	25.221590	0.20656725	0.20210471	0.20159107	0.20069116	127.757169	0.99997873	0.99995745	0.99995745	0.99993618	0.673753	0.01661820	0.01109238	0.01045577	0.00934551
TULP_LP_148_Du-310	110.340392	0.89895125	0.81659502	0.75301117	0.69906970	160.769772	1.00000000	1.00000000	0.99996964	0.99995951	4.190451	0.21474447	0.19927350	0.19796679	0.18898828	21.205752	0.99993618	0.99993618	0.99985109	0.96341048	0.116852	0.02676330	0.00758845	0.00598927	0.00358542
