sample_id	organelle	pc1	pc2	species	popcode	population_name	naming_profile	plot_group
CY_BOU_LP_288_Du-737	cpDNA	-0.99164931	-2.30550951	D. cymosa	CY_BOU	Boulder Ridge	main_standard	D. cymosa_CY_BOU
CY_BOU_LP_290_Du-739	cpDNA	-0.99892801	-2.33191568	D. cymosa	CY_BOU	Boulder Ridge	main_standard	D. cymosa_CY_BOU
CY_BOU_LP_291_Du-740	cpDNA	-0.99527387	-2.32216664	D. cymosa	CY_BOU	Boulder Ridge	main_standard	D. cymosa_CY_BOU
CY_BOU_LP_292_Du-741	cpDNA	-0.99164931	-2.30550951	D. cymosa	CY_BOU	Boulder Ridge	main_standard	D. cymosa_CY_BOU
CY_BOU_LP_354_Du-742	cpDNA	-1.01532600	-2.35759133	D. cymosa	CY_BOU	Boulder Ridge	main_standard	D. cymosa_CY_BOU
CY_CAS_LP_328_Du-610	cpDNA	13.75913211	0.38055472	D. cymosa	CY_CAS	Castle Rock Falls	main_standard	D. cymosa_CY_CAS
CY_CAS_LP_329_Du-611	cpDNA	-1.02791482	-2.24743154	D. cymosa	CY_CAS	Castle Rock Falls	main_standard	D. cymosa_CY_CAS
CY_CAS_LP_330_Du-607	cpDNA	-0.97929157	-2.24249867	D. cymosa	CY_CAS	Castle Rock Falls	main_standard	D. cymosa_CY_CAS
CY_CAS_LP_331_Du-608	cpDNA	-0.92442147	-2.23910120	D. cymosa	CY_CAS	Castle Rock Falls	main_standard	D. cymosa_CY_CAS
CY_CAS_LP_332_Du-609	cpDNA	-0.95304958	-2.19927550	D. cymosa	CY_CAS	Castle Rock Falls	main_standard	D. cymosa_CY_CAS
CY_HICN_LP_236_Du-614	cpDNA	15.06260425	0.41484028	D. cymosa	CY_HICN	Hick's Road North	main_standard	D. cymosa_CY_HICN
CY_HICN_LP_333_Du-612	cpDNA	15.02412467	0.40700329	D. cymosa	CY_HICN	Hick's Road North	main_standard	D. cymosa_CY_HICN
CY_HICN_LP_334_Du-613	cpDNA	14.97946464	0.40846676	D. cymosa	CY_HICN	Hick's Road North	main_standard	D. cymosa_CY_HICN
CY_HICN_LP_335_Du-615	cpDNA	15.12260180	0.42035490	D. cymosa	CY_HICN	Hick's Road North	main_standard	D. cymosa_CY_HICN
