organelle	from_haplotype	to_haplotype	mutation_steps	alternative_link
cpDNA	H134	H002	167	TRUE
cpDNA	H069	H003	167	TRUE
cpDNA	H070	H003	167	TRUE
cpDNA	H106	H003	167	TRUE
cpDNA	H111	H003	167	TRUE
cpDNA	H112	H003	167	TRUE
cpDNA	H117	H003	167	TRUE
cpDNA	H011	H004	167	TRUE
cpDNA	H030	H004	167	TRUE
cpDNA	H058	H004	167	TRUE
cpDNA	H060	H004	167	TRUE
cpDNA	H066	H004	167	TRUE
cpDNA	H108	H004	167	TRUE
cpDNA	H137	H004	167	TRUE
cpDNA	H144	H004	167	TRUE
cpDNA	H010	H005	167	TRUE
cpDNA	H037	H005	167	TRUE
cpDNA	H069	H005	167	TRUE
cpDNA	H070	H005	167	TRUE
cpDNA	H094	H005	167	TRUE
cpDNA	H096	H005	167	TRUE
cpDNA	H106	H005	167	TRUE
cpDNA	H128	H005	167	TRUE
cpDNA	H009	H006	167	TRUE
cpDNA	H068	H006	167	TRUE
cpDNA	H110	H006	167	TRUE
cpDNA	H142	H006	167	TRUE
cpDNA	H056	H008	167	TRUE
cpDNA	H133	H008	167	TRUE
cpDNA	H092	H009	167	TRUE
cpDNA	H095	H009	167	TRUE
cpDNA	H118	H009	167	TRUE
cpDNA	H148	H009	167	TRUE
cpDNA	H034	H010	167	TRUE
cpDNA	H114	H010	167	TRUE
cpDNA	H115	H010	167	TRUE
cpDNA	H120	H010	167	TRUE
cpDNA	H046	H011	167	TRUE
cpDNA	H091	H011	167	TRUE
cpDNA	H148	H011	167	TRUE
cpDNA	H150	H011	167	TRUE
cpDNA	H059	H012	167	TRUE
cpDNA	H107	H012	167	TRUE
cpDNA	H109	H012	167	TRUE
cpDNA	H136	H012	167	TRUE
cpDNA	H044	H029	167	TRUE
cpDNA	H068	H029	167	TRUE
cpDNA	H078	H029	167	TRUE
cpDNA	H130	H029	167	TRUE
cpDNA	H141	H029	167	TRUE
cpDNA	H144	H029	167	TRUE
cpDNA	H145	H029	167	TRUE
cpDNA	H151	H029	167	TRUE
cpDNA	H046	H030	167	TRUE
cpDNA	H059	H030	167	TRUE
cpDNA	H091	H030	167	TRUE
cpDNA	H107	H030	167	TRUE
cpDNA	H109	H030	167	TRUE
cpDNA	H150	H030	167	TRUE
cpDNA	H056	H031	167	TRUE
cpDNA	H110	H031	167	TRUE
cpDNA	H142	H031	167	TRUE
cpDNA	H147	H031	167	TRUE
cpDNA	H056	H032	167	TRUE
cpDNA	H114	H032	167	TRUE
cpDNA	H120	H032	167	TRUE
cpDNA	H142	H032	167	TRUE
cpDNA	H147	H032	167	TRUE
cpDNA	H059	H033	167	TRUE
cpDNA	H107	H033	167	TRUE
cpDNA	H109	H033	167	TRUE
cpDNA	H136	H033	167	TRUE
cpDNA	H138	H033	167	TRUE
cpDNA	H070	H034	167	TRUE
cpDNA	H089	H034	167	TRUE
cpDNA	H143	H034	167	TRUE
cpDNA	H146	H034	167	TRUE
cpDNA	H070	H035	167	TRUE
cpDNA	H080	H035	167	TRUE
cpDNA	H089	H035	167	TRUE
cpDNA	H111	H035	167	TRUE
cpDNA	H117	H035	167	TRUE
cpDNA	H143	H035	167	TRUE
cpDNA	H146	H035	167	TRUE
cpDNA	H080	H036	167	TRUE
cpDNA	H056	H037	167	TRUE
cpDNA	H114	H037	167	TRUE
cpDNA	H120	H037	167	TRUE
cpDNA	H118	H038	167	TRUE
cpDNA	H056	H039	167	TRUE
cpDNA	H133	H039	167	TRUE
cpDNA	H056	H040	167	TRUE
cpDNA	H133	H040	167	TRUE
cpDNA	H056	H041	167	TRUE
cpDNA	H133	H041	167	TRUE
cpDNA	H055	H042	167	TRUE
cpDNA	H067	H042	167	TRUE
cpDNA	H077	H042	167	TRUE
cpDNA	H118	H042	167	TRUE
cpDNA	H061	H044	167	TRUE
cpDNA	H076	H044	167	TRUE
cpDNA	H136	H044	167	TRUE
cpDNA	H058	H046	167	TRUE
cpDNA	H060	H046	167	TRUE
cpDNA	H066	H046	167	TRUE
cpDNA	H108	H046	167	TRUE
cpDNA	H137	H046	167	TRUE
cpDNA	H141	H046	167	TRUE
cpDNA	H144	H046	167	TRUE
cpDNA	H147	H047	167	TRUE
cpDNA	H148	H049	167	TRUE
cpDNA	H093	H055	167	TRUE
cpDNA	H097	H055	167	TRUE
cpDNA	H121	H055	167	TRUE
cpDNA	H135	H055	167	TRUE
cpDNA	H143	H056	167	TRUE
cpDNA	H081	H058	167	TRUE
cpDNA	H091	H058	167	TRUE
cpDNA	H150	H058	167	TRUE
cpDNA	H133	H059	167	TRUE
cpDNA	H081	H060	167	TRUE
cpDNA	H091	H060	167	TRUE
cpDNA	H150	H060	167	TRUE
cpDNA	H130	H061	167	TRUE
cpDNA	H140	H061	167	TRUE
cpDNA	H145	H061	167	TRUE
cpDNA	H151	H061	167	TRUE
cpDNA	H081	H066	167	TRUE
cpDNA	H091	H066	167	TRUE
cpDNA	H150	H066	167	TRUE
cpDNA	H093	H067	167	TRUE
cpDNA	H097	H067	167	TRUE
cpDNA	H121	H067	167	TRUE
cpDNA	H092	H068	167	TRUE
cpDNA	H095	H068	167	TRUE
cpDNA	H113	H068	167	TRUE
cpDNA	H119	H068	167	TRUE
cpDNA	H139	H068	167	TRUE
cpDNA	H090	H069	167	TRUE
cpDNA	H114	H069	167	TRUE
cpDNA	H120	H069	167	TRUE
cpDNA	H149	H069	167	TRUE
cpDNA	H090	H070	167	TRUE
cpDNA	H114	H070	167	TRUE
cpDNA	H120	H070	167	TRUE
cpDNA	H149	H070	167	TRUE
cpDNA	H130	H076	167	TRUE
cpDNA	H145	H076	167	TRUE
cpDNA	H151	H076	167	TRUE
cpDNA	H093	H077	167	TRUE
cpDNA	H097	H077	167	TRUE
cpDNA	H110	H077	167	TRUE
cpDNA	H142	H077	167	TRUE
cpDNA	H148	H079	167	TRUE
cpDNA	H141	H080	167	TRUE
cpDNA	H144	H080	167	TRUE
cpDNA	H108	H081	167	TRUE
cpDNA	H134	H081	167	TRUE
cpDNA	H110	H082	167	TRUE
cpDNA	H142	H082	167	TRUE
cpDNA	H133	H087	167	TRUE
cpDNA	H140	H088	167	TRUE
cpDNA	H134	H089	167	TRUE
cpDNA	H141	H089	167	TRUE
cpDNA	H106	H090	167	TRUE
cpDNA	H111	H090	167	TRUE
cpDNA	H112	H090	167	TRUE
cpDNA	H117	H090	167	TRUE
cpDNA	H108	H091	167	TRUE
cpDNA	H137	H091	167	TRUE
cpDNA	H144	H091	167	TRUE
cpDNA	H110	H092	167	TRUE
cpDNA	H142	H092	167	TRUE
cpDNA	H110	H095	167	TRUE
cpDNA	H142	H095	167	TRUE
cpDNA	H114	H096	167	TRUE
cpDNA	H120	H096	167	TRUE
cpDNA	H118	H097	167	TRUE
cpDNA	H114	H106	167	TRUE
cpDNA	H120	H106	167	TRUE
cpDNA	H149	H106	167	TRUE
cpDNA	H133	H107	167	TRUE
cpDNA	H150	H108	167	TRUE
cpDNA	H133	H109	167	TRUE
cpDNA	H131	H110	167	TRUE
cpDNA	H149	H111	167	TRUE
cpDNA	H149	H112	167	TRUE
cpDNA	H115	H113	167	TRUE
cpDNA	H119	H115	167	TRUE
cpDNA	H139	H115	167	TRUE
cpDNA	H149	H117	167	TRUE
cpDNA	H127	H118	167	TRUE
cpDNA	H128	H120	167	TRUE
cpDNA	H133	H123	167	TRUE
cpDNA	H133	H125	167	TRUE
cpDNA	H138	H130	167	TRUE
cpDNA	H142	H131	167	TRUE
cpDNA	H146	H134	167	TRUE
cpDNA	H145	H136	167	TRUE
cpDNA	H151	H136	167	TRUE
cpDNA	H148	H137	167	TRUE
cpDNA	H150	H137	167	TRUE
cpDNA	H146	H141	167	TRUE
cpDNA	H150	H141	167	TRUE
cpDNA	H150	H144	167	TRUE
cpDNA	H061	H001	168	TRUE
cpDNA	H088	H001	168	TRUE
cpDNA	H004	H002	168	TRUE
cpDNA	H046	H002	168	TRUE
cpDNA	H069	H002	168	TRUE
cpDNA	H080	H002	168	TRUE
cpDNA	H091	H002	168	TRUE
cpDNA	H106	H002	168	TRUE
cpDNA	H150	H002	168	TRUE
cpDNA	H009	H003	168	TRUE
cpDNA	H068	H003	168	TRUE
cpDNA	H110	H003	168	TRUE
cpDNA	H142	H003	168	TRUE
cpDNA	H059	H004	168	TRUE
cpDNA	H107	H004	168	TRUE
cpDNA	H109	H004	168	TRUE
cpDNA	H143	H004	168	TRUE
cpDNA	H068	H005	168	TRUE
cpDNA	H115	H005	168	TRUE
cpDNA	H010	H006	168	TRUE
cpDNA	H113	H006	168	TRUE
cpDNA	H119	H006	168	TRUE
cpDNA	H139	H006	168	TRUE
cpDNA	H090	H009	168	TRUE
cpDNA	H133	H009	168	TRUE
cpDNA	H147	H009	168	TRUE
cpDNA	H149	H009	168	TRUE
cpDNA	H092	H010	168	TRUE
cpDNA	H095	H010	168	TRUE
cpDNA	H118	H010	168	TRUE
cpDNA	H148	H010	168	TRUE
cpDNA	H012	H011	168	TRUE
cpDNA	H044	H011	168	TRUE
cpDNA	H145	H011	168	TRUE
cpDNA	H147	H011	168	TRUE
cpDNA	H151	H011	168	TRUE
cpDNA	H137	H012	168	TRUE
cpDNA	H141	H012	168	TRUE
cpDNA	H144	H012	168	TRUE
cpDNA	H070	H029	168	TRUE
cpDNA	H089	H029	168	TRUE
cpDNA	H143	H029	168	TRUE
cpDNA	H146	H029	168	TRUE
cpDNA	H044	H030	168	TRUE
cpDNA	H141	H030	168	TRUE
cpDNA	H144	H030	168	TRUE
cpDNA	H145	H030	168	TRUE
cpDNA	H151	H030	168	TRUE
cpDNA	H113	H031	168	TRUE
cpDNA	H119	H031	168	TRUE
cpDNA	H139	H031	168	TRUE
cpDNA	H118	H032	168	TRUE
cpDNA	H139	H032	168	TRUE
cpDNA	H066	H033	168	TRUE
cpDNA	H130	H033	168	TRUE
cpDNA	H134	H033	168	TRUE
cpDNA	H121	H034	168	TRUE
cpDNA	H135	H034	168	TRUE
cpDNA	H078	H035	168	TRUE
cpDNA	H110	H035	168	TRUE
cpDNA	H078	H036	168	TRUE
cpDNA	H140	H036	168	TRUE
cpDNA	H118	H037	168	TRUE
cpDNA	H133	H038	168	TRUE
cpDNA	H056	H042	168	TRUE
cpDNA	H133	H042	168	TRUE
cpDNA	H140	H043	168	TRUE
cpDNA	H058	H044	168	TRUE
cpDNA	H060	H044	168	TRUE
cpDNA	H066	H044	168	TRUE
cpDNA	H108	H044	168	TRUE
cpDNA	H137	H044	168	TRUE
cpDNA	H141	H044	168	TRUE
cpDNA	H144	H044	168	TRUE
cpDNA	H059	H046	168	TRUE
cpDNA	H107	H046	168	TRUE
cpDNA	H109	H046	168	TRUE
cpDNA	H143	H046	168	TRUE
cpDNA	H147	H049	168	TRUE
cpDNA	H082	H055	168	TRUE
cpDNA	H094	H055	168	TRUE
cpDNA	H096	H055	168	TRUE
cpDNA	H111	H055	168	TRUE
cpDNA	H112	H055	168	TRUE
cpDNA	H117	H055	168	TRUE
cpDNA	H131	H055	168	TRUE
cpDNA	H093	H056	168	TRUE
cpDNA	H097	H056	168	TRUE
cpDNA	H121	H056	168	TRUE
cpDNA	H130	H058	168	TRUE
cpDNA	H140	H058	168	TRUE
cpDNA	H145	H058	168	TRUE
cpDNA	H151	H058	168	TRUE
cpDNA	H081	H059	168	TRUE
cpDNA	H091	H059	168	TRUE
cpDNA	H150	H059	168	TRUE
cpDNA	H130	H060	168	TRUE
cpDNA	H140	H060	168	TRUE
cpDNA	H145	H060	168	TRUE
cpDNA	H151	H060	168	TRUE
cpDNA	H089	H061	168	TRUE
cpDNA	H146	H061	168	TRUE
cpDNA	H130	H066	168	TRUE
cpDNA	H140	H066	168	TRUE
cpDNA	H145	H066	168	TRUE
cpDNA	H151	H066	168	TRUE
cpDNA	H082	H067	168	TRUE
cpDNA	H094	H067	168	TRUE
cpDNA	H096	H067	168	TRUE
cpDNA	H111	H067	168	TRUE
cpDNA	H112	H067	168	TRUE
cpDNA	H117	H067	168	TRUE
cpDNA	H131	H067	168	TRUE
cpDNA	H090	H068	168	TRUE
cpDNA	H114	H068	168	TRUE
cpDNA	H120	H068	168	TRUE
cpDNA	H149	H068	168	TRUE
cpDNA	H118	H069	168	TRUE
cpDNA	H118	H070	168	TRUE
cpDNA	H089	H076	168	TRUE
cpDNA	H146	H076	168	TRUE
cpDNA	H082	H077	168	TRUE
cpDNA	H094	H077	168	TRUE
cpDNA	H096	H077	168	TRUE
cpDNA	H113	H077	168	TRUE
cpDNA	H119	H077	168	TRUE
cpDNA	H139	H077	168	TRUE
cpDNA	H141	H078	168	TRUE
cpDNA	H144	H078	168	TRUE
cpDNA	H147	H079	168	TRUE
cpDNA	H143	H080	168	TRUE
cpDNA	H107	H081	168	TRUE
cpDNA	H109	H081	168	TRUE
cpDNA	H136	H081	168	TRUE
cpDNA	H113	H082	168	TRUE
cpDNA	H119	H082	168	TRUE
cpDNA	H139	H082	168	TRUE
cpDNA	H140	H083	168	TRUE
cpDNA	H136	H089	168	TRUE
cpDNA	H110	H090	168	TRUE
cpDNA	H142	H090	168	TRUE
cpDNA	H107	H091	168	TRUE
cpDNA	H109	H091	168	TRUE
cpDNA	H143	H091	168	TRUE
cpDNA	H113	H092	168	TRUE
cpDNA	H119	H092	168	TRUE
cpDNA	H139	H092	168	TRUE
cpDNA	H133	H093	168	TRUE
cpDNA	H113	H095	168	TRUE
cpDNA	H119	H095	168	TRUE
cpDNA	H139	H095	168	TRUE
cpDNA	H118	H096	168	TRUE
cpDNA	H133	H097	168	TRUE
cpDNA	H118	H106	168	TRUE
cpDNA	H150	H107	168	TRUE
cpDNA	H130	H108	168	TRUE
cpDNA	H140	H108	168	TRUE
cpDNA	H145	H108	168	TRUE
cpDNA	H151	H108	168	TRUE
cpDNA	H150	H109	168	TRUE
cpDNA	H149	H110	168	TRUE
cpDNA	H131	H113	168	TRUE
cpDNA	H115	H114	168	TRUE
cpDNA	H120	H115	168	TRUE
cpDNA	H128	H118	168	TRUE
cpDNA	H131	H119	168	TRUE
cpDNA	H133	H127	168	TRUE
cpDNA	H134	H130	168	TRUE
cpDNA	H139	H131	168	TRUE
cpDNA	H146	H136	168	TRUE
cpDNA	H148	H136	168	TRUE
cpDNA	H145	H137	168	TRUE
cpDNA	H147	H137	168	TRUE
cpDNA	H151	H137	168	TRUE
cpDNA	H148	H138	168	TRUE
cpDNA	H145	H141	168	TRUE
cpDNA	H151	H141	168	TRUE
cpDNA	H149	H142	168	TRUE
cpDNA	H150	H143	168	TRUE
cpDNA	H145	H144	168	TRUE
cpDNA	H151	H144	168	TRUE
cpDNA	H036	H001	169	TRUE
cpDNA	H043	H001	169	TRUE
cpDNA	H058	H001	169	TRUE
cpDNA	H060	H001	169	TRUE
cpDNA	H066	H001	169	TRUE
cpDNA	H083	H001	169	TRUE
cpDNA	H108	H001	169	TRUE
cpDNA	H044	H002	169	TRUE
cpDNA	H068	H002	169	TRUE
cpDNA	H078	H002	169	TRUE
cpDNA	H141	H002	169	TRUE
cpDNA	H144	H002	169	TRUE
cpDNA	H145	H002	169	TRUE
cpDNA	H151	H002	169	TRUE
cpDNA	H010	H003	169	TRUE
cpDNA	H113	H003	169	TRUE
cpDNA	H119	H003	169	TRUE
cpDNA	H139	H003	169	TRUE
cpDNA	H033	H004	169	TRUE
cpDNA	H121	H004	169	TRUE
cpDNA	H135	H004	169	TRUE
cpDNA	H006	H005	169	TRUE
cpDNA	H031	H005	169	TRUE
cpDNA	H032	H005	169	TRUE
cpDNA	H077	H005	169	TRUE
cpDNA	H082	H005	169	TRUE
cpDNA	H092	H005	169	TRUE
cpDNA	H095	H005	169	TRUE
cpDNA	H131	H005	169	TRUE
cpDNA	H114	H006	169	TRUE
cpDNA	H120	H006	169	TRUE
cpDNA	H140	H008	169	TRUE
cpDNA	H090	H010	169	TRUE
cpDNA	H133	H010	169	TRUE
cpDNA	H147	H010	169	TRUE
cpDNA	H149	H010	169	TRUE
cpDNA	H081	H011	169	TRUE
cpDNA	H089	H011	169	TRUE
cpDNA	H146	H011	169	TRUE
cpDNA	H069	H012	169	TRUE
cpDNA	H070	H012	169	TRUE
cpDNA	H106	H012	169	TRUE
cpDNA	H143	H012	169	TRUE
cpDNA	H056	H029	169	TRUE
cpDNA	H121	H029	169	TRUE
cpDNA	H069	H030	169	TRUE
cpDNA	H070	H030	169	TRUE
cpDNA	H080	H030	169	TRUE
cpDNA	H089	H030	169	TRUE
cpDNA	H106	H030	169	TRUE
cpDNA	H143	H030	169	TRUE
cpDNA	H146	H030	169	TRUE
cpDNA	H114	H031	169	TRUE
cpDNA	H120	H031	169	TRUE
cpDNA	H046	H033	169	TRUE
cpDNA	H069	H033	169	TRUE
cpDNA	H080	H033	169	TRUE
cpDNA	H091	H033	169	TRUE
cpDNA	H106	H033	169	TRUE
cpDNA	H150	H033	169	TRUE
cpDNA	H055	H034	169	TRUE
cpDNA	H067	H034	169	TRUE
cpDNA	H077	H034	169	TRUE
cpDNA	H111	H034	169	TRUE
cpDNA	H112	H034	169	TRUE
cpDNA	H117	H034	169	TRUE
cpDNA	H148	H034	169	TRUE
cpDNA	H055	H035	169	TRUE
cpDNA	H077	H035	169	TRUE
cpDNA	H112	H035	169	TRUE
cpDNA	H113	H035	169	TRUE
cpDNA	H119	H035	169	TRUE
cpDNA	H133	H037	169	TRUE
cpDNA	H080	H038	169	TRUE
cpDNA	H078	H039	169	TRUE
cpDNA	H140	H039	169	TRUE
cpDNA	H140	H040	169	TRUE
cpDNA	H140	H041	169	TRUE
cpDNA	H080	H043	169	TRUE
cpDNA	H059	H044	169	TRUE
cpDNA	H107	H044	169	TRUE
cpDNA	H109	H044	169	TRUE
cpDNA	H143	H044	169	TRUE
cpDNA	H121	H046	169	TRUE
cpDNA	H135	H046	169	TRUE
cpDNA	H110	H055	169	TRUE
cpDNA	H115	H055	169	TRUE
cpDNA	H142	H055	169	TRUE
cpDNA	H082	H056	169	TRUE
cpDNA	H094	H056	169	TRUE
cpDNA	H096	H056	169	TRUE
cpDNA	H111	H056	169	TRUE
cpDNA	H112	H056	169	TRUE
cpDNA	H117	H056	169	TRUE
cpDNA	H131	H056	169	TRUE
cpDNA	H089	H058	169	TRUE
cpDNA	H146	H058	169	TRUE
cpDNA	H130	H059	169	TRUE
cpDNA	H140	H059	169	TRUE
cpDNA	H145	H059	169	TRUE
cpDNA	H151	H059	169	TRUE
cpDNA	H089	H060	169	TRUE
cpDNA	H146	H060	169	TRUE
cpDNA	H089	H066	169	TRUE
cpDNA	H146	H066	169	TRUE
cpDNA	H110	H067	169	TRUE
cpDNA	H115	H067	169	TRUE
cpDNA	H142	H067	169	TRUE
cpDNA	H118	H068	169	TRUE
cpDNA	H133	H069	169	TRUE
cpDNA	H133	H070	169	TRUE
cpDNA	H114	H077	169	TRUE
cpDNA	H115	H077	169	TRUE
cpDNA	H120	H077	169	TRUE
cpDNA	H112	H078	169	TRUE
cpDNA	H143	H078	169	TRUE
cpDNA	H121	H080	169	TRUE
cpDNA	H137	H081	169	TRUE
cpDNA	H141	H081	169	TRUE
cpDNA	H144	H081	169	TRUE
cpDNA	H114	H082	169	TRUE
cpDNA	H120	H082	169	TRUE
cpDNA	H140	H087	169	TRUE
cpDNA	H108	H089	169	TRUE
cpDNA	H137	H089	169	TRUE
cpDNA	H144	H089	169	TRUE
cpDNA	H113	H090	169	TRUE
cpDNA	H119	H090	169	TRUE
cpDNA	H139	H090	169	TRUE
cpDNA	H121	H091	169	TRUE
cpDNA	H135	H091	169	TRUE
cpDNA	H114	H092	169	TRUE
cpDNA	H120	H092	169	TRUE
cpDNA	H133	H094	169	TRUE
cpDNA	H114	H095	169	TRUE
cpDNA	H120	H095	169	TRUE
cpDNA	H133	H096	169	TRUE
cpDNA	H133	H106	169	TRUE
cpDNA	H130	H107	169	TRUE
cpDNA	H140	H107	169	TRUE
cpDNA	H145	H107	169	TRUE
cpDNA	H151	H107	169	TRUE
cpDNA	H146	H108	169	TRUE
cpDNA	H130	H109	169	TRUE
cpDNA	H140	H109	169	TRUE
cpDNA	H145	H109	169	TRUE
cpDNA	H151	H109	169	TRUE
cpDNA	H149	H113	169	TRUE
cpDNA	H131	H114	169	TRUE
cpDNA	H118	H115	169	TRUE
cpDNA	H149	H119	169	TRUE
cpDNA	H131	H120	169	TRUE
cpDNA	H150	H121	169	TRUE
cpDNA	H140	H123	169	TRUE
cpDNA	H140	H125	169	TRUE
cpDNA	H133	H128	169	TRUE
cpDNA	H136	H130	169	TRUE
cpDNA	H148	H134	169	TRUE
cpDNA	H150	H135	169	TRUE
cpDNA	H147	H136	169	TRUE
cpDNA	H146	H137	169	TRUE
cpDNA	H147	H138	169	TRUE
cpDNA	H149	H139	169	TRUE
cpDNA	H145	H143	169	TRUE
cpDNA	H151	H143	169	TRUE
cpDNA	H146	H144	169	TRUE
cpDNA	H008	H001	170	TRUE
cpDNA	H039	H001	170	TRUE
cpDNA	H040	H001	170	TRUE
cpDNA	H041	H001	170	TRUE
cpDNA	H059	H001	170	TRUE
cpDNA	H087	H001	170	TRUE
cpDNA	H107	H001	170	TRUE
cpDNA	H109	H001	170	TRUE
cpDNA	H123	H001	170	TRUE
cpDNA	H125	H001	170	TRUE
cpDNA	H070	H002	170	TRUE
cpDNA	H089	H002	170	TRUE
cpDNA	H143	H002	170	TRUE
cpDNA	H146	H002	170	TRUE
cpDNA	H005	H003	170	TRUE
cpDNA	H114	H003	170	TRUE
cpDNA	H120	H003	170	TRUE
cpDNA	H069	H004	170	TRUE
cpDNA	H070	H004	170	TRUE
cpDNA	H106	H004	170	TRUE
cpDNA	H111	H004	170	TRUE
cpDNA	H112	H004	170	TRUE
cpDNA	H117	H004	170	TRUE
cpDNA	H090	H005	170	TRUE
cpDNA	H149	H005	170	TRUE
cpDNA	H055	H006	170	TRUE
cpDNA	H067	H006	170	TRUE
cpDNA	H077	H006	170	TRUE
cpDNA	H118	H006	170	TRUE
cpDNA	H080	H008	170	TRUE
cpDNA	H012	H009	170	TRUE
cpDNA	H140	H009	170	TRUE
cpDNA	H130	H011	170	TRUE
cpDNA	H068	H012	170	TRUE
cpDNA	H121	H012	170	TRUE
cpDNA	H135	H012	170	TRUE
cpDNA	H055	H029	170	TRUE
cpDNA	H077	H029	170	TRUE
cpDNA	H111	H029	170	TRUE
cpDNA	H112	H029	170	TRUE
cpDNA	H117	H029	170	TRUE
cpDNA	H068	H030	170	TRUE
cpDNA	H078	H030	170	TRUE
cpDNA	H121	H030	170	TRUE
cpDNA	H080	H031	170	TRUE
cpDNA	H118	H031	170	TRUE
cpDNA	H080	H032	170	TRUE
cpDNA	H044	H033	170	TRUE
cpDNA	H068	H033	170	TRUE
cpDNA	H078	H033	170	TRUE
cpDNA	H141	H033	170	TRUE
cpDNA	H144	H033	170	TRUE
cpDNA	H145	H033	170	TRUE
cpDNA	H151	H033	170	TRUE
cpDNA	H056	H034	170	TRUE
cpDNA	H110	H034	170	TRUE
cpDNA	H142	H034	170	TRUE
cpDNA	H147	H034	170	TRUE
cpDNA	H056	H035	170	TRUE
cpDNA	H114	H035	170	TRUE
cpDNA	H120	H035	170	TRUE
cpDNA	H142	H035	170	TRUE
cpDNA	H080	H037	170	TRUE
cpDNA	H078	H038	170	TRUE
cpDNA	H140	H038	170	TRUE
cpDNA	H080	H039	170	TRUE
cpDNA	H080	H040	170	TRUE
cpDNA	H080	H041	170	TRUE
cpDNA	H140	H042	170	TRUE
cpDNA	H078	H043	170	TRUE
cpDNA	H121	H044	170	TRUE
cpDNA	H135	H044	170	TRUE
cpDNA	H069	H046	170	TRUE
cpDNA	H070	H046	170	TRUE
cpDNA	H106	H046	170	TRUE
cpDNA	H111	H046	170	TRUE
cpDNA	H112	H046	170	TRUE
cpDNA	H117	H046	170	TRUE
cpDNA	H092	H055	170	TRUE
cpDNA	H095	H055	170	TRUE
cpDNA	H113	H055	170	TRUE
cpDNA	H119	H055	170	TRUE
cpDNA	H139	H055	170	TRUE
cpDNA	H110	H056	170	TRUE
cpDNA	H115	H056	170	TRUE
cpDNA	H142	H056	170	TRUE
cpDNA	H089	H059	170	TRUE
cpDNA	H146	H059	170	TRUE
cpDNA	H148	H061	170	TRUE
cpDNA	H092	H067	170	TRUE
cpDNA	H095	H067	170	TRUE
cpDNA	H113	H067	170	TRUE
cpDNA	H119	H067	170	TRUE
cpDNA	H139	H067	170	TRUE
cpDNA	H148	H067	170	TRUE
cpDNA	H133	H068	170	TRUE
cpDNA	H081	H069	170	TRUE
cpDNA	H091	H069	170	TRUE
cpDNA	H150	H069	170	TRUE
cpDNA	H081	H070	170	TRUE
cpDNA	H091	H070	170	TRUE
cpDNA	H150	H070	170	TRUE
cpDNA	H148	H076	170	TRUE
cpDNA	H092	H077	170	TRUE
cpDNA	H095	H077	170	TRUE
cpDNA	H118	H077	170	TRUE
cpDNA	H121	H078	170	TRUE
cpDNA	H111	H080	170	TRUE
cpDNA	H112	H080	170	TRUE
cpDNA	H117	H080	170	TRUE
cpDNA	H131	H080	170	TRUE
cpDNA	H106	H081	170	TRUE
cpDNA	H112	H081	170	TRUE
cpDNA	H143	H081	170	TRUE
cpDNA	H118	H082	170	TRUE
cpDNA	H107	H089	170	TRUE
cpDNA	H109	H089	170	TRUE
cpDNA	H143	H089	170	TRUE
cpDNA	H114	H090	170	TRUE
cpDNA	H120	H090	170	TRUE
cpDNA	H106	H091	170	TRUE
cpDNA	H111	H091	170	TRUE
cpDNA	H112	H091	170	TRUE
cpDNA	H117	H091	170	TRUE
cpDNA	H118	H092	170	TRUE
cpDNA	H140	H093	170	TRUE
cpDNA	H118	H095	170	TRUE
cpDNA	H140	H097	170	TRUE
cpDNA	H150	H106	170	TRUE
cpDNA	H146	H107	170	TRUE
cpDNA	H146	H109	170	TRUE
cpDNA	H150	H111	170	TRUE
cpDNA	H150	H112	170	TRUE
cpDNA	H149	H114	170	TRUE
cpDNA	H133	H115	170	TRUE
cpDNA	H150	H117	170	TRUE
cpDNA	H131	H118	170	TRUE
cpDNA	H149	H120	170	TRUE
cpDNA	H145	H121	170	TRUE
cpDNA	H151	H121	170	TRUE
cpDNA	H140	H127	170	TRUE
cpDNA	H137	H130	170	TRUE
cpDNA	H141	H130	170	TRUE
cpDNA	H144	H130	170	TRUE
cpDNA	H147	H134	170	TRUE
cpDNA	H145	H135	170	TRUE
cpDNA	H151	H135	170	TRUE
cpDNA	H146	H143	170	TRUE
cpDNA	H009	H001	171	TRUE
cpDNA	H038	H001	171	TRUE
cpDNA	H042	H001	171	TRUE
cpDNA	H093	H001	171	TRUE
cpDNA	H097	H001	171	TRUE
cpDNA	H127	H001	171	TRUE
cpDNA	H056	H002	171	TRUE
cpDNA	H121	H002	171	TRUE
cpDNA	H055	H003	171	TRUE
cpDNA	H067	H003	171	TRUE
cpDNA	H077	H003	171	TRUE
cpDNA	H118	H003	171	TRUE
cpDNA	H009	H004	171	TRUE
cpDNA	H068	H004	171	TRUE
cpDNA	H110	H004	171	TRUE
cpDNA	H142	H004	171	TRUE
cpDNA	H055	H005	171	TRUE
cpDNA	H067	H005	171	TRUE
cpDNA	H056	H006	171	TRUE
cpDNA	H133	H006	171	TRUE
cpDNA	H140	H006	171	TRUE
cpDNA	H078	H008	171	TRUE
cpDNA	H046	H009	171	TRUE
cpDNA	H081	H009	171	TRUE
cpDNA	H091	H009	171	TRUE
cpDNA	H150	H009	171	TRUE
cpDNA	H012	H010	171	TRUE
cpDNA	H140	H010	171	TRUE
cpDNA	H111	H012	171	TRUE
cpDNA	H112	H012	171	TRUE
cpDNA	H117	H012	171	TRUE
cpDNA	H110	H029	171	TRUE
cpDNA	H142	H029	171	TRUE
cpDNA	H111	H030	171	TRUE
cpDNA	H112	H030	171	TRUE
