organelle	population_1	population_2	n_population_1	n_population_2	numerator	denominator	callable_sites_with_at_least_two_calls_per_population	hudson_fst
chloroplast	CY_HICS	DAN	5	5	172.966666667	175.1	103020	0.987816485818
chloroplast	CY_HICS	DOV	5	7	160.861904762	162.257142857	103073	0.991401068263
chloroplast	CY_HICS	DUD	5	8	169.952380952	177.125	103074	0.959505326478
chloroplast	CY_HICS	KIRN	5	9	167.472222222	170.166666667	103075	0.984165850473
chloroplast	CY_HICS	KIRT	5	10	169.166666667	170	102996	0.995098039216
chloroplast	CY_HICS	MALV	5	10	169.9	171.3	103075	0.991827203736
chloroplast	CY_HICS	OCO	5	10	628.174603175	637.899206349	102347	0.984755266854
chloroplast	CY_HICS	QUI1	5	9	47.1666666667	47.5	102664	0.99298245614
chloroplast	CY_HICS	QUI2	5	10	170.355555556	171.144444444	102960	0.995390508343
chloroplast	CY_HICS	QUIN	5	10	171.383333333	172.233333333	103074	0.995064834527
chloroplast	CY_HICS	RIC	5	10	170.166666667	171.3	103075	0.993383926834
chloroplast	CY_HICS	RSV	5	9	167.884920635	170.319444444	103074	0.985706131103
chloroplast	CY_HICS	SILG	5	10	157.938888889	163.911111111	102980	0.963564262473
chloroplast	CY_HICS	SILR	5	6	170.3	176.833333333	103075	0.963053722903
chloroplast	CY_HICS	STI	5	16	160.272402597	165.181060606	103074	0.970283166904
chloroplast	CY_HICS	TIL	5	9	159.785714286	170.527777778	103045	0.937006957857
chloroplast	CY_HICS	TULP	5	17	169.078011204	176.052941176	103075	0.960381633358
chloroplast	CY_HUN	CY_SIE	5	4	417.433333333	570.3	102194	0.73195394237
chloroplast	CY_HUN	CY_WOO	5	5	621.2	623.683333333	102009	0.996018278507
chloroplast	CY_HUN	DAN	5	5	664	666.75	102211	0.995875515561
chloroplast	CY_HUN	DOV	5	7	663.795238095	665.807142857	102208	0.996978246954
chloroplast	CY_HUN	DUD	5	8	657.028571429	664.425	102211	0.988867925542
chloroplast	CY_HUN	KIRN	5	9	654.294444444	657.605555556	102212	0.994964897904
chloroplast	CY_HUN	KIRT	5	10	653.6	655.05	102212	0.997786428517
chloroplast	CY_HUN	MALV	5	10	659.833333333	661.85	102212	0.996952985319
chloroplast	CY_HUN	OCO	5	10	61.4650793651	71.4563492063	102109	0.86017659799
chloroplast	CY_HUN	QUI1	5	9	618.1	619.05	102178	0.998465390518
chloroplast	CY_HUN	QUI2	5	10	663.988888889	665.394444444	102211	0.997887635571
chloroplast	CY_HUN	QUIN	5	10	664.816666667	666.283333333	102210	0.997798734272
chloroplast	CY_HUN	RIC	5	10	660.1	661.85	102212	0.997355896351
chloroplast	CY_HUN	RSV	5	9	655.151587302	658.202777778	102209	0.995364360985
chloroplast	CY_HUN	SILG	5	10	659.822222222	666.411111111	102200	0.990112876603
chloroplast	CY_HUN	SILR	5	6	662.233333333	669.383333333	102212	0.989318527002
chloroplast	CY_HUN	STI	5	16	659.593614719	665.118939394	102211	0.991692726897
chloroplast	CY_HUN	TIL	5	9	653.052380952	664.411111111	102211	0.98290406351
chloroplast	CY_HUN	TULP	5	17	657.964285714	665.555882353	102212	0.988593599967
chloroplast	CY_SIE	CY_WOO	4	5	313.133333333	467.083333333	102136	0.670401427297
chloroplast	CY_SIE	DAN	4	5	379.133333333	533.35	104047	0.71085278585
chloroplast	CY_SIE	DOV	4	7	374.528571429	528.007142857	105229	0.70932481974
chloroplast	CY_SIE	DUD	4	8	376.119047619	535.375	104095	0.702533826979
chloroplast	CY_SIE	KIRN	4	9	372.472222222	527.25	105233	0.706443285391
chloroplast	CY_SIE	KIRT	4	10	373.833333333	526.75	105150	0.709697832621
chloroplast	CY_SIE	MALV	4	10	376.066666667	529.55	105232	0.710162716772
chloroplast	CY_SIE	OCO	4	10	420.369047619	581.899206349	102334	0.722408697301
chloroplast	CY_SIE	QUI1	4	9	313.833333333	466.25	102634	0.673100983021
chloroplast	CY_SIE	QUI2	4	10	379.022222222	531.894444444	103067	0.712589172873
