population_1	population_2	chloroplast_hudson_fst	mitochondria_hudson_fst	global_spearman_rho	eligible_common_pair_count	finite_common_pair_count	nonfinite_common_pair_count	used_for_correlation
CROB	QUI1	0.993111893464	0.913876297704	0.795572083926	561	557	4	yes
CROB	QUI2	0.990357729915	0.966057441253	0.795572083926	561	557	4	yes
CROB	QUIN	0.98983338651	0.966057441253	0.795572083926	561	557	4	yes
CROB	RIC	0.832971800434	0.786516853933	0.795572083926	561	557	4	yes
CROB	RSV	0.980820703411	0.934940855323	0.795572083926	561	557	4	yes
CROB	SILG	0.958046434379	0.857591623037	0.795572083926	561	557	4	yes
CROB	SILR	0.92827743235	0.950570342205	0.795572083926	561	557	4	yes
CROB	STI	0.964988834194	0.904388485705	0.795572083926	561	557	4	yes
CROB	TIL	0.929784942839	0.854247561322	0.795572083926	561	557	4	yes
CROB	TULP	0.798154568535	0.813555454131	0.795572083926	561	557	4	yes
CROS	CY_ALA	0.935921519516	0.848888888889	0.795572083926	561	557	4	yes
CROS	CY_BAL	0.980168994654	0.94962962963	0.795572083926	561	557	4	yes
CROS	CY_BGL	0.944865609924	0.901275045537	0.795572083926	561	557	4	yes
CROS	CY_BOU	0.941086163884	0.784126984127	0.795572083926	561	557	4	yes
CROS	CY_CAS	0.528046162104	0.443055555556	0.795572083926	561	557	4	yes
CROS	CY_HICN	0.98305171926	0.940521386991	0.795572083926	561	557	4	yes
CROS	CY_HICS	0.937916177047	0.784126984127	0.795572083926	561	557	4	yes
CROS	CY_HUN	0.984165467081	0.953071083506	0.795572083926	561	557	4	yes
CROS	CY_SIE	0.693449286322	0.675555555556	0.795572083926	561	557	4	yes
CROS	CY_WOO	0.937345267568	0.780626780627	0.795572083926	561	557	4	yes
CROS	DAN	0.876327509421	0.832098765432	0.795572083926	561	557	4	yes
CROS	DOV	0.932316015407	0.811111111111	0.795572083926	561	557	4	yes
CROS	DUD	0.451482118952	0.349616858238	0.795572083926	561	557	4	yes
CROS	KIRN	0.394529046813	0.418803418803	0.795572083926	561	557	4	yes
CROS	KIRT	0.480541455161	0.418803418803	0.795572083926	561	557	4	yes
CROS	MALV	0.474418604651	0.58024691358	0.795572083926	561	557	4	yes
CROS	OCO	0.971039759453	0.925272610648	0.795572083926	561	557	4	yes
CROS	QUI1	0.938612277544	0.758783965564	0.795572083926	561	557	4	yes
CROS	QUI2	0.936126419228	0.874074074074	0.795572083926	561	557	4	yes
CROS	QUIN	0.9360112427	0.874074074074	0.795572083926	561	557	4	yes
CROS	RIC	0.486821705426	0.388888888889	0.795572083926	561	557	4	yes
CROS	RSV	0.926443078568	0.83640776699	0.795572083926	561	557	4	yes
CROS	SILG	0.903452945159	0.737020316027	0.795572083926	561	557	4	yes
CROS	SILR	0.838294993234	0.811111111111	0.795572083926	561	557	4	yes
CROS	STI	0.911025418989	0.803894056713	0.795572083926	561	557	4	yes
CROS	TIL	0.876542092578	0.753471171625	0.795572083926	561	557	4	yes
CROS	TULP	0.459646243127	0.427618478694	0.795572083926	561	557	4	yes
CY_ALA	CY_BAL	0.997161778619	1	0.795572083926	561	557	4	yes
CY_ALA	CY_BGL	0.95856873823	0.943396226415	0.795572083926	561	557	4	yes
CY_ALA	CY_BOU	1	1	0.795572083926	561	557	4	yes
CY_ALA	CY_CAS	0.147410358566	0.288461538462	0.795572083926	561	557	4	yes
CY_ALA	CY_HICN	0.998744454675	0.972431077694	0.795572083926	561	557	4	yes
CY_ALA	CY_HICS	0.991561181435	1	0.795572083926	561	557	4	yes
CY_ALA	CY_HUN	0.999265366093	1	0.795572083926	561	557	4	yes
CY_ALA	CY_SIE	0.671353884983	0.682170542636	0.795572083926	561	557	4	yes
CY_ALA	CY_WOO	0.988493723849	0.947368421053	0.795572083926	561	557	4	yes
CY_ALA	DAN	0.988997555012	1	0.795572083926	561	557	4	yes
CY_ALA	DOV	0.995396280917	1	0.795572083926	561	557	4	yes
CY_ALA	DUD	0.958706199461	0.949152542373	0.795572083926	561	557	4	yes
CY_ALA	KIRN	0.989275668073	1	0.795572083926	561	557	4	yes
CY_ALA	KIRT	1	1	0.795572083926	561	557	4	yes
CY_ALA	MALV	0.99332498957	1	0.795572083926	561	557	4	yes
CY_ALA	OCO	0.984803538507	0.968709677419	0.795572083926	561	557	4	yes
CY_ALA	QUI1	1	0.950166112957	0.795572083926	561	557	4	yes
CY_ALA	QUI2	0.997146436526	1	0.795572083926	561	557	4	yes
CY_ALA	QUIN	0.996558996559	1	0.795572083926	561	557	4	yes
CY_ALA	RIC	0.994993742178	0.975609756098	0.795572083926	561	557	4	yes
CY_ALA	RSV	0.987390542907	0.961764705882	0.795572083926	561	557	4	yes
CY_ALA	SILG	0.965020433608	0.890519187359	0.795572083926	561	557	4	yes
CY_ALA	SILR	0.965419615774	1	0.795572083926	561	557	4	yes
CY_ALA	STI	0.971115907569	0.922243908582	0.795572083926	561	557	4	yes
CY_ALA	TIL	0.934953056332	0.857316332726	0.795572083926	561	557	4	yes
CY_ALA	TULP	0.960027209921	0.951171875	0.795572083926	561	557	4	yes
CY_BAL	CY_BGL	0.433734939759	0.4	0.795572083926	561	557	4	yes
CY_BAL	CY_BOU	0.997224791859	1	0.795572083926	561	557	4	yes
CY_BAL	CY_CAS	0.784948371724	0.730769230769	0.795572083926	561	557	4	yes
CY_BAL	CY_HICN	0.995149293953	0.961937716263	0.795572083926	561	557	4	yes
CY_BAL	CY_HICS	0.996585971446	1	0.795572083926	561	557	4	yes
CY_BAL	CY_HUN	0.992986872865	1	0.795572083926	561	557	4	yes
CY_BAL	CY_SIE	0.682531470943	0.637168141593	0.795572083926	561	557	4	yes
CY_BAL	CY_WOO	0.995859852932	0.991596638655	0.795572083926	561	557	4	yes
CY_BAL	DAN	0.994358009916	1	0.795572083926	561	557	4	yes
CY_BAL	DOV	0.996160756036	1	0.795572083926	561	557	4	yes
CY_BAL	DUD	0.985922389521	0.986301369863	0.795572083926	561	557	4	yes
CY_BAL	KIRN	0.994448199286	1	0.795572083926	561	557	4	yes
CY_BAL	KIRT	0.997389033943	1	0.795572083926	561	557	4	yes
CY_BAL	MALV	0.995577000402	1	0.795572083926	561	557	4	yes
CY_BAL	OCO	0.963547023197	0.961866532865	0.795572083926	561	557	4	yes
CY_BAL	QUI1	0.997188378632	0.989444053483	0.795572083926	561	557	4	yes
CY_BAL	QUI2	0.996652273981	1	0.795572083926	561	557	4	yes
CY_BAL	QUIN	0.996491870291	1	0.795572083926	561	557	4	yes
CY_BAL	RIC	0.996036532828	0.992907801418	0.795572083926	561	557	4	yes
CY_BAL	RSV	0.993956254797	0.987735849057	0.795572083926	561	557	4	yes
CY_BAL	SILG	0.987800693836	0.963886820551	0.795572083926	561	557	4	yes
CY_BAL	SILR	0.987741203178	1	0.795572083926	561	557	4	yes
CY_BAL	STI	0.989561816297	0.975041933593	0.795572083926	561	557	4	yes
CY_BAL	TIL	0.979687308483	0.953065708009	0.795572083926	561	557	4	yes
CY_BAL	TULP	0.986250677953	0.986645299145	0.795572083926	561	557	4	yes
CY_BGL	CY_BOU	0.959484346225	0.936170212766	0.795572083926	561	557	4	yes
CY_BGL	CY_CAS	0.745806196961	0.664150943396	0.795572083926	561	557	4	yes
CY_BGL	CY_HICN	0.951321279555	0.934169278997	0.795572083926	561	557	4	yes
CY_BGL	CY_HICS	0.958603645351	0.936170212766	0.795572083926	561	557	4	yes
CY_BGL	CY_HUN	0.921103496749	0.926829268293	0.795572083926	561	557	4	yes
CY_BGL	CY_SIE	0.642514559781	0.620967741935	0.795572083926	561	557	4	yes
CY_BGL	CY_WOO	0.958051420839	0.930041152263	0.795572083926	561	557	4	yes
CY_BGL	DAN	0.959427207637	0.952380952381	0.795572083926	561	557	4	yes
CY_BGL	DOV	0.960897561935	0.947368421053	0.795572083926	561	557	4	yes
CY_BGL	DUD	0.950831702544	0.932735426009	0.795572083926	561	557	4	yes
CY_BGL	KIRN	0.958911368015	0.947368421053	0.795572083926	561	557	4	yes
CY_BGL	KIRT	0.961805555556	0.947368421053	0.795572083926	561	557	4	yes
CY_BGL	MALV	0.96028466483	0.949152542373	0.795572083926	561	557	4	yes
CY_BGL	OCO	0.895385304659	0.876923076923	0.795572083926	561	557	4	yes
CY_BGL	QUI1	0.958955223881	0.931677018634	0.795572083926	561	557	4	yes
CY_BGL	QUI2	0.961591090501	0.950819672131	0.795572083926	561	557	4	yes
CY_BGL	QUIN	0.961504465238	0.950819672131	0.795572083926	561	557	4	yes
CY_BGL	RIC	0.960743801653	0.940766550523	0.795572083926	561	557	4	yes
CY_BGL	RSV	0.958664242656	0.937847866419	0.795572083926	561	557	4	yes
CY_BGL	SILG	0.952672976936	0.915049432442	0.795572083926	561	557	4	yes
CY_BGL	SILR	0.95287779983	0.950819672131	0.795572083926	561	557	4	yes
CY_BGL	STI	0.954461853499	0.925382032073	0.795572083926	561	557	4	yes
CY_BGL	TIL	0.944557082596	0.904340993911	0.795572083926	561	557	4	yes
CY_BGL	TULP	0.95119713613	0.933368310598	0.795572083926	561	557	4	yes
