organelle	track_id	k	replicate	cv_error	is_best_k	is_best_mean_k	mean_cv_error	sd_cv_error	replicate_count	q_path	p_path	log_path	best_q_table_path	structure_png_path	structure_pdf_path	structure_svg_path	cv_plot_path	plink_command	command
mtDNA	mtdna_high_confidence_unique	6	4	0.13109000	no	no	0.14287400	0.01610858	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.6.rep4.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.6.rep4.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K6.rep4.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260710 -j4 mtDNA.primary.pseudo_diploid.bed 6
mtDNA	mtdna_high_confidence_unique	6	5	0.12548000	no	no	0.14287400	0.01610858	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.6.rep5.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.6.rep5.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K6.rep5.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260711 -j4 mtDNA.primary.pseudo_diploid.bed 6
mtDNA	mtdna_high_confidence_unique	7	1	0.11670000	no	no	0.12894200	0.01863814	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.7.rep1.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.7.rep1.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K7.rep1.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260707 -j4 mtDNA.primary.pseudo_diploid.bed 7
mtDNA	mtdna_high_confidence_unique	7	2	0.11984000	no	no	0.12894200	0.01863814	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.7.rep2.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.7.rep2.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K7.rep2.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260708 -j4 mtDNA.primary.pseudo_diploid.bed 7
mtDNA	mtdna_high_confidence_unique	7	3	0.15835000	no	no	0.12894200	0.01863814	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.7.rep3.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.7.rep3.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K7.rep3.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260709 -j4 mtDNA.primary.pseudo_diploid.bed 7
mtDNA	mtdna_high_confidence_unique	7	4	0.11352000	no	no	0.12894200	0.01863814	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.7.rep4.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.7.rep4.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K7.rep4.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260710 -j4 mtDNA.primary.pseudo_diploid.bed 7
mtDNA	mtdna_high_confidence_unique	7	5	0.13630000	no	no	0.12894200	0.01863814	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.7.rep5.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.7.rep5.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K7.rep5.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260711 -j4 mtDNA.primary.pseudo_diploid.bed 7
mtDNA	mtdna_high_confidence_unique	8	1	0.14368000	no	yes	0.12644400	0.02207443	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.8.rep1.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.8.rep1.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K8.rep1.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260707 -j4 mtDNA.primary.pseudo_diploid.bed 8
mtDNA	mtdna_high_confidence_unique	8	2	0.09915000	yes	yes	0.12644400	0.02207443	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.8.rep2.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.8.rep2.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K8.rep2.admixture.log	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.bestK8.q.tsv	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.bestK8.structure.png	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.bestK8.structure.pdf	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.bestK8.structure.svg	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260708 -j4 mtDNA.primary.pseudo_diploid.bed 8
mtDNA	mtdna_high_confidence_unique	8	3	0.15053000	no	yes	0.12644400	0.02207443	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.8.rep3.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.8.rep3.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K8.rep3.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260709 -j4 mtDNA.primary.pseudo_diploid.bed 8
mtDNA	mtdna_high_confidence_unique	8	4	0.10874000	no	yes	0.12644400	0.02207443	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.8.rep4.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.8.rep4.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K8.rep4.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260710 -j4 mtDNA.primary.pseudo_diploid.bed 8
mtDNA	mtdna_high_confidence_unique	8	5	0.13012000	no	yes	0.12644400	0.02207443	5	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.8.rep5.Q	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.pseudo_diploid.8.rep5.P	dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.K8.rep5.admixture.log					dudleya_organelle_alignment_pipeline/results/18_admixture_replicates/mtDNA.primary.admixture_cv.png	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/plink --file mtDNA.primary.pseudo_diploid --make-bed --out mtDNA.primary.pseudo_diploid	/home/neil/Downloads/dudleya/Dudleya_S_genomes/.tools/bioconda-env/bin/admixture --cv --seed=20260711 -j4 mtDNA.primary.pseudo_diploid.bed 8
