sample_id	batch	naming_profile	species	popcode	population_name	du_id	lp_id	r1_paths	r2_paths	downstream_cpDNA_use	downstream_mtDNA_use	include_reason
DAN_LP_043_Du-68	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DAN	Dana Rock	Du-68	LP_043	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_043_Du-68_S50_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_043_Du-68_S50_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DAN_LP_044_Du-69	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DAN	Dana Rock	Du-69	LP_044	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_044_Du-69_S61_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_044_Du-69_S61_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DAN_LP_045_Du-70	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DAN	Dana Rock	Du-70	LP_045	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_045_Du-70_S71_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_045_Du-70_S71_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DAN_LP_046_Du-71	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DAN	Dana Rock	Du-71	LP_046	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_046_Du-71_S82_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_046_Du-71_S82_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DAN_LP_047_Du-72	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DAN	Dana Rock	Du-72	LP_047	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_047_Du-72_S91_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DAN/DAN_LP_047_Du-72_S91_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DOV_LP_078_Du-174	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DOV	Dove Road	Du-174	LP_078	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_078_Du-174_S85_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_078_Du-174_S85_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DOV_LP_079_Du-175	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DOV	Dove Road	Du-175	LP_079	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_079_Du-175_S95_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_079_Du-175_S95_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DOV_LP_080_Du-176	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DOV	Dove Road	Du-176	LP_080	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_080_Du-176_S105_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_080_Du-176_S105_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DOV_LP_081_Du-177	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DOV	Dove Road	Du-177	LP_081	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_081_Du-177_S34_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_081_Du-177_S34_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DOV_LP_082_Du-178	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DOV	Dove Road	Du-178	LP_082	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_082_Du-178_S44_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_082_Du-178_S44_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DOV_LP_083_Du-179	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DOV	Dove Road	Du-179	LP_083	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_083_Du-179_S55_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_083_Du-179_S55_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DOV_LP_084_Du-180	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DOV	Dove Road	Du-180	LP_084	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_084_Du-180_S65_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DOV/DOV_LP_084_Du-180_S65_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DUD_LP_132_Du-283	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DUD	Dude Rock	Du-283	LP_132	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_132_Du-283_S122_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_132_Du-283_S122_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DUD_LP_133_Du-284	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DUD	Dude Rock	Du-284	LP_133	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_133_Du-284_S133_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_133_Du-284_S133_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DUD_LP_134_Du-285	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DUD	Dude Rock	Du-285	LP_134	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_134_Du-285_S142_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_134_Du-285_S142_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DUD_LP_135_Du-286	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DUD	Dude Rock	Du-286	LP_135	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_135_Du-286_S153_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_135_Du-286_S153_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DUD_LP_136_Du-287	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DUD	Dude Rock	Du-287	LP_136	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_136_Du-287_S163_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_136_Du-287_S163_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DUD_LP_137_Du-288	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DUD	Dude Rock	Du-288	LP_137	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_137_Du-288_S174_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_137_Du-288_S174_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DUD_LP_138_Du-289	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DUD	Dude Rock	Du-289	LP_138	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_138_Du-289_S185_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_138_Du-289_S185_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
DUD_LP_139_Du-290	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	DUD	Dude Rock	Du-290	LP_139	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_139_Du-290_S114_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/DUD/DUD_LP_139_Du-290_S114_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRN_LP_179_Du-421	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRN	Kirby N. Rd. Canyon	Du-421	LP_179	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_179_Du-421_S118_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_179_Du-421_S118_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRN_LP_180_Du-422	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRN	Kirby N. Rd. Canyon	Du-422	LP_180	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_180_Du-422_S128_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_180_Du-422_S128_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRN_LP_181_Du-423	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRN	Kirby N. Rd. Canyon	Du-423	LP_181	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_181_Du-423_S138_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_181_Du-423_S138_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRN_LP_182_Du-424	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRN	Kirby N. Rd. Canyon	Du-424	LP_182	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_182_Du-424_S149_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_182_Du-424_S149_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRN_LP_183_Du-425	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRN	Kirby N. Rd. Canyon	Du-425	LP_183	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_183_Du-425_S159_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_183_Du-425_S159_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRN_LP_184_Du-426	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRN	Kirby N. Rd. Canyon	Du-426	LP_184	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_184_Du-426_S169_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_184_Du-426_S169_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRN_LP_185_Du-427	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRN	Kirby N. Rd. Canyon	Du-427	LP_185	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_185_Du-427_S180_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_185_Du-427_S180_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRN_LP_186_Du-428	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRN	Kirby N. Rd. Canyon	Du-428	LP_186	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_186_Du-428_S190_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_186_Du-428_S190_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRN_LP_187_Du-429	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRN	Kirby N. Rd. Canyon	Du-429	LP_187	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_187_Du-429_S119_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRN/KIRN_LP_187_Du-429_S119_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRT_LP_159_Du-364	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRT	KC Transect	Du-364	LP_159	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_159_Du-364_S156_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_159_Du-364_S156_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRT_LP_160_Du-365	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRT	KC Transect	Du-365	LP_160	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_160_Du-365_S166_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_160_Du-365_S166_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRT_LP_161_Du-366	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRT	KC Transect	Du-366	LP_161	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_161_Du-366_S177_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_161_Du-366_S177_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRT_LP_162_Du-367	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRT	KC Transect	Du-367	LP_162	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_162_Du-367_S188_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_162_Du-367_S188_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRT_LP_163_Du-368	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRT	KC Transect	Du-368	LP_163	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_163_Du-368_S117_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_163_Du-368_S117_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRT_LP_164_Du-369	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRT	KC Transect	Du-369	LP_164	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_164_Du-369_S126_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_164_Du-369_S126_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRT_LP_165_Du-370	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRT	KC Transect	Du-370	LP_165	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_165_Du-370_S136_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_165_Du-370_S136_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRT_LP_166_Du-371	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRT	KC Transect	Du-371	LP_166	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_166_Du-371_S147_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_166_Du-371_S147_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRT_LP_167_Du-372	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRT	KC Transect	Du-372	LP_167	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_167_Du-372_S157_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_167_Du-372_S157_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
KIRT_LP_168_Du-373	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	KIRT	KC Transect	Du-373	LP_168	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_168_Du-373_S167_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/KIRT/KIRT_LP_168_Du-373_S167_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
MALV_LP_095_Du-201	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	MALV	Malech Vista	Du-201	LP_095	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_095_Du-201_S97_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_095_Du-201_S97_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
MALV_LP_096_Du-202	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	MALV	Malech Vista	Du-202	LP_096	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_096_Du-202_S107_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_096_Du-202_S107_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
MALV_LP_097_Du-203	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	MALV	Malech Vista	Du-203	LP_097	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_097_Du-203_S36_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_097_Du-203_S36_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
MALV_LP_098_Du-204	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	MALV	Malech Vista	Du-204	LP_098	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_098_Du-204_S46_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_098_Du-204_S46_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
MALV_LP_099_Du-205	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	MALV	Malech Vista	Du-205	LP_099	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_099_Du-205_S57_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_099_Du-205_S57_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
MALV_LP_100_Du-206	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	MALV	Malech Vista	Du-206	LP_100	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_100_Du-206_S67_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_100_Du-206_S67_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
MALV_LP_101_Du-207	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	MALV	Malech Vista	Du-207	LP_101	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_101_Du-207_S78_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_101_Du-207_S78_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
MALV_LP_102_Du-208	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	MALV	Malech Vista	Du-208	LP_102	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_102_Du-208_S88_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_102_Du-208_S88_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
MALV_LP_103_Du-209	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	MALV	Malech Vista	Du-209	LP_103	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_103_Du-209_S98_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_103_Du-209_S98_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
MALV_LP_104_Du-210	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	MALV	Malech Vista	Du-210	LP_104	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_104_Du-210_S108_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/MALV/MALV_LP_104_Du-210_S108_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
OCO_LP_058_Du-115	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	Du-115	LP_058	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_058_Du-115_S41_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_058_Du-115_S41_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
OCO_LP_059_Du-106	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	Du-106	LP_059	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_059_Du-106_S52_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_059_Du-106_S52_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
OCO_LP_060_Du-107	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	Du-107	LP_060	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_060_Du-107_S63_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_060_Du-107_S63_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
OCO_LP_061_Du-108	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	Du-108	LP_061	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_061_Du-108_S73_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_061_Du-108_S73_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
OCO_LP_062_Du-109	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	Du-109	LP_062	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_062_Du-109_S83_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_062_Du-109_S83_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
OCO_LP_063_Du-110	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	Du-110	LP_063	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_063_Du-110_S93_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_063_Du-110_S93_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
OCO_LP_064_Du-111	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	Du-111	LP_064	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_064_Du-111_S103_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_064_Du-111_S103_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
OCO_LP_065_Du-112	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	Du-112	LP_065	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_065_Du-112_S32_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_065_Du-112_S32_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
OCO_LP_066_Du-113	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	Du-113	LP_066	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_066_Du-113_S42_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_066_Du-113_S42_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
OCO_LP_067_Du-114	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	OCO	O'Connell Ranch Pacheco Pass	Du-114	LP_067	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_067_Du-114_S53_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/OCO/OCO_LP_067_Du-114_S53_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
