sample_id	batch	naming_profile	species	popcode	population_name	du_id	lp_id	r1_paths	r2_paths	downstream_cpDNA_use	downstream_mtDNA_use	include_reason
SILG_LP_158_Du-352	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILG	Silver Creek Golf	Du-352	LP_158	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_158_Du-352_S146_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILG/SILG_LP_158_Du-352_S146_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILR_LP_346_Du-729	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILR	Silver Creek Valley Rd. + Razorback + water tower	Du-729	LP_346	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILR/SILR_LP_346_Du-729_S267_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILR/SILR_LP_346_Du-729_S267_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILR_LP_347_Du-730	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILR	Silver Creek Valley Rd. + Razorback + water tower	Du-730	LP_347	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILR/SILR_LP_347_Du-730_S277_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILR/SILR_LP_347_Du-730_S277_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILR_LP_348_Du-731	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILR	Silver Creek Valley Rd. + Razorback + water tower	Du-731	LP_348	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILR/SILR_LP_348_Du-731_S287_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILR/SILR_LP_348_Du-731_S287_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILR_LP_349_Du-732	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILR	Silver Creek Valley Rd. + Razorback + water tower	Du-732	LP_349	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILR/SILR_LP_349_Du-732_S219_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILR/SILR_LP_349_Du-732_S219_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILR_LP_351_Du-734	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILR	Silver Creek Valley Rd. + Razorback + water tower	Du-734	LP_351	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILR/SILR_LP_351_Du-734_S241_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILR/SILR_LP_351_Du-734_S241_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
SILR_LP_353_Du-736	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	SILR	Silver Creek Valley Rd. + Razorback + water tower	Du-736	LP_353	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILR/SILR_LP_353_Du-736_S258_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/SILR/SILR_LP_353_Du-736_S258_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_027_Du-45	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-45	LP_027	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_027_Du-45_S100_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_027_Du-45_S100_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_028_Du-46	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-46	LP_028	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_028_Du-46_S28_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_028_Du-46_S28_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_029_Du-47	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-47	LP_029	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_029_Du-47_S38_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_029_Du-47_S38_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_030_Du-48	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-48	LP_030	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_030_Du-48_S48_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_030_Du-48_S48_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_031_Du-49	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-49	LP_031	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_031_Du-49_S59_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_031_Du-49_S59_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_032_Du-50	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-50	LP_032	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_032_Du-50_S69_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_032_Du-50_S69_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_033_Du-51	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-51	LP_033	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_033_Du-51_S80_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_033_Du-51_S80_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_034_Du-52	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-52	LP_034	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_034_Du-52_S101_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_034_Du-52_S101_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_035_Du-53	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-53	LP_035	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_035_Du-53_S49_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_035_Du-53_S49_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_036_Du-54	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-54	LP_036	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_036_Du-54_S60_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_036_Du-54_S60_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_037_Du-55	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-55	LP_037	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_037_Du-55_S70_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_037_Du-55_S70_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_038_Du-56	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-56	LP_038	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_038_Du-56_S81_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_038_Du-56_S81_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_039_Du-57	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-57	LP_039	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_039_Du-57_S90_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_039_Du-57_S90_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_040_Du-58	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-58	LP_040	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_040_Du-58_S102_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_040_Du-58_S102_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_041_Du-60	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-60	LP_041	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_041_Du-60_S29_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_041_Du-60_S29_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
STI_LP_042_Du-61	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	STI	Stiles Ranch	Du-61	LP_042	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_042_Du-61_S39_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/STI/STI_LP_042_Du-61_S39_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TIL_LP_123_Du-263	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	Tilton Ranch Road	Du-263	LP_123	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_123_Du-263_S112_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_123_Du-263_S112_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TIL_LP_124_Du-264	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	Tilton Ranch Road	Du-264	LP_124	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_124_Du-264_S121_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_124_Du-264_S121_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TIL_LP_125_Du-265	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	Tilton Ranch Road	Du-265	LP_125	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_125_Du-265_S132_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_125_Du-265_S132_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TIL_LP_126_Du-266	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	Tilton Ranch Road	Du-266	LP_126	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_126_Du-266_S141_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_126_Du-266_S141_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TIL_LP_127_Du-267	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	Tilton Ranch Road	Du-267	LP_127	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_127_Du-267_S152_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_127_Du-267_S152_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TIL_LP_128_Du-268	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	Tilton Ranch Road	Du-268	LP_128	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_128_Du-268_S162_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_128_Du-268_S162_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TIL_LP_129_Du-269	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	Tilton Ranch Road	Du-269	LP_129	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_129_Du-269_S173_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_129_Du-269_S173_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TIL_LP_130_Du-271	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	Tilton Ranch Road	Du-271	LP_130	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_130_Du-271_S184_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_130_Du-271_S184_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TIL_LP_131_Du-272	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TIL	Tilton Ranch Road	Du-272	LP_131	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_131_Du-272_S113_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TIL/TIL_LP_131_Du-272_S113_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_115_Du-242	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-242	LP_115	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_115_Du-242_S199_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_115_Du-242_S199_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_116_Du-243	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-243	LP_116	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_116_Du-243_S200_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_116_Du-243_S200_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_117_Du-244	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-244	LP_117	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_117_Du-244_S201_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_117_Du-244_S201_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_118_Du-245	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-245	LP_118	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_118_Du-245_S202_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_118_Du-245_S202_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_119_Du-246	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-246	LP_119	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_119_Du-246_S203_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_119_Du-246_S203_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_120_Du-248	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-248	LP_120	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_120_Du-248_S204_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_120_Du-248_S204_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_121_Du-249	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-249	LP_121	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_121_Du-249_S196_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_121_Du-249_S196_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_122_Du-250	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-250	LP_122	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_122_Du-250_S198_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_122_Du-250_S198_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_140_Du-302	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-302	LP_140	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_140_Du-302_S123_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_140_Du-302_S123_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_141_Du-303	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-303	LP_141	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_141_Du-303_S143_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_141_Du-303_S143_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_142_Du-304	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-304	LP_142	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_142_Du-304_S144_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_142_Du-304_S144_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_143_Du-305	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-305	LP_143	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_143_Du-305_S154_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_143_Du-305_S154_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_144_Du-306	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-306	LP_144	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_144_Du-306_S164_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_144_Du-306_S164_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_145_Du-307	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-307	LP_145	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_145_Du-307_S175_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_145_Du-307_S175_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_146_Du-308	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-308	LP_146	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_146_Du-308_S186_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_146_Du-308_S186_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_147_Du-309	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-309	LP_147	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_147_Du-309_S115_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_147_Du-309_S115_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
TULP_LP_148_Du-310	QB3.Berkeley.251217/QB3.Results.260109	main_standard	D. setchellii	TULP	Tulare Hill NW Parks	Du-310	LP_148	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_148_Du-310_S124_L005_R1_001.fastq.gz	genomicsDrive_data_dump/QB3.Berkeley.251217/QB3.Results.260109/TULP/TULP_LP_148_Du-310_S124_L005_R2_001.fastq.gz	include	include	passes Step 5 downstream QC
